type,area,neighborhood,latitude,longitude,age,floor,bedrooms,price,sqmprice,zone,street,elevator,parking,storage,yard,balcony,reconstructed
0,116.0,1,36.3737765,59.47582,3.0,3.0,3.0,3800000000,32758620.0,12.0,29,1,1,1,0,0,1
0,52.0,3,36.36002,59.5174,7.0,1.0,1.0,1090000000,20961538.0,10.0,178,0,1,1,0,0,0
0,138.0,8,36.29935,59.56544,0.0,2.0,3.0,9000000000,65217391.0,1.0,20,1,1,1,0,0,0
1,98.0,1,36.38066723684211,59.484675580725245,14.0,0.0,1.0,1480000000,15102040.0,12.0,35,0,1,1,0,1,1
0,110.0,16,36.325314,59.6043,14.0,3.0,2.0,2100000000,19090909.0,2.0,231,0,0,0,0,0,0
1,111.0,6,36.30685,59.57511,4.0,0.0,3.0,6200000000,55855855.0,1.0,4,0,1,1,1,1,1
0,85.0,1,36.3737765,59.47582,12.0,2.0,2.0,2300000000,27058823.0,12.0,29,0,1,0,0,0,0
0,110.0,1,36.37033,59.48306,0.0,4.0,2.0,4250000000,38636363.0,12.0,29,1,1,1,0,0,0
0,88.0,1,36.38066723684211,59.484675580725245,0.0,3.0,2.0,2400000000,27272727.0,12.0,35,1,1,1,0,0,0
0,110.0,5,36.33290257322176,59.46998618148838,10.0,3.0,2.0,3900000000,35454545.0,9.0,27,1,1,1,0,0,0
0,127.0,16,36.31631,59.60839,0.0,2.0,3.0,3040000000,23937007.0,2.0,192,1,1,1,0,0,0
0,105.0,1,36.3737765,59.47582,2.0,1.0,2.0,3190000000,30380952.0,12.0,29,1,1,1,0,0,0
0,107.0,1,36.3737765,59.47582,6.0,4.0,2.0,3200000000,29906542.0,12.0,29,1,1,1,0,0,0
0,131.0,17,36.30632229765302,59.50754560098833,9.0,1.0,3.0,5500000000,41984732.0,9.0,257,1,1,1,0,0,0
0,150.0,1,36.3737765,59.47582,0.0,5.0,3.0,6000000000,40000000.0,12.0,29,1,1,1,0,0,0
1,330.0,17,36.310604816622615,59.50447669120178,13.0,0.0,5.0,49000000000,148484848.0,9.0,229,0,1,1,0,1,0
0,100.0,8,36.2910848,59.5651861,10.0,2.0,2.0,4000000000,40000000.0,1.0,106,1,1,1,0,0,0
0,90.0,21,36.31438,59.62603,6.0,4.0,2.0,2700000000,30000000.0,3.0,163,1,1,1,0,0,0
0,155.0,0,36.32855,59.51339,0.0,3.0,3.0,7500000000,48387096.0,11.0,168,1,1,1,0,0,0
0,285.0,14,36.32767,59.54838,0.0,5.0,4.0,18000000000,63157894.0,2.0,166,1,1,1,0,0,0
0,110.0,16,36.326877,59.619993,0.0,4.0,1.0,1100000000,10000000.0,2.0,39,0,0,1,1,0,0
0,180.0,20,36.337836956275,59.577312950856,6.0,4.0,3.0,6000000000,33333333.0,2.0,88,0,0,0,0,0,0
0,168.0,8,36.2910848,59.5651861,3.0,1.0,3.0,8550000000,50892857.0,1.0,106,1,1,1,0,0,1
0,203.0,17,36.31978,59.49477,0.0,4.0,3.0,11000000000,54187192.0,9.0,232,1,1,1,0,0,0
0,72.0,1,36.3737765,59.47582,15.0,1.0,2.0,1280000000,17777777.0,12.0,29,0,1,0,0,0,1
0,105.0,5,36.33290257322176,59.46998618148838,9.0,1.0,2.0,4000000000,38095238.0,9.0,27,1,1,1,0,0,0
0,120.0,12,36.26528,59.60926,6.0,0.0,3.0,2100000000,17500000.0,7.0,259,0,1,1,1,0,1
0,86.0,5,36.33234062414125,59.48554209952649,16.0,4.0,2.0,3160000000,36744186.0,9.0,150,1,1,1,0,0,0
0,95.0,1,36.3737765,59.47582,3.0,4.0,2.0,3000000000,31578947.0,12.0,29,1,1,1,0,0,0
0,75.0,18,36.27278,59.60273,12.0,2.0,2.0,3000000000,40000000.0,8.0,31,0,1,1,0,0,1
0,84.0,0,36.32855,59.51339,17.0,3.0,2.0,3650000000,43452380.0,11.0,168,1,1,1,0,0,1
0,109.0,1,36.3737765,59.47582,0.0,1.0,2.0,3350000000,30733944.0,12.0,29,1,1,1,0,0,0
0,165.0,2,36.3406336129336,59.48362143657552,11.0,2.0,3.0,6600000000,40000000.0,11.0,115,1,1,1,0,0,1
0,250.0,17,36.310604816622615,59.50447669120178,0.0,6.0,4.0,16000000000,64000000.0,9.0,229,1,1,1,0,0,0
0,125.0,3,36.367153,59.50358,3.0,3.0,2.0,3950000000,31600000.0,10.0,178,1,1,1,0,0,0
0,162.0,0,36.32754,59.52752,7.0,5.0,3.0,6500000000,40123456.0,11.0,7,1,1,1,0,0,1
0,105.0,14,36.33588,59.55771,6.0,5.0,2.0,2500000000,23809523.0,2.0,68,1,1,1,0,0,1
0,143.0,17,36.30632229765302,59.50754560098833,14.0,2.0,3.0,6750000000,47202797.0,9.0,257,0,1,1,0,0,0
0,130.0,3,36.361443,59.495975,10.0,2.0,3.0,3030000000,23307692.0,10.0,178,1,1,1,0,0,1
0,80.0,1,36.3737765,59.47582,6.0,2.0,2.0,2500000000,31250000.0,12.0,29,1,1,1,0,0,0
0,100.0,10,36.29008578096397,59.50294589843005,9.0,1.0,2.0,3500000000,35000000.0,9.0,118,1,1,1,0,0,0
0,80.0,5,36.32676539888356,59.46392572398653,13.0,2.0,2.0,2200000000,27500000.0,9.0,44,1,1,1,0,0,0
1,420.0,5,36.33234062414125,59.48554209952649,11.0,0.0,2.0,32000000000,76190476.0,9.0,150,0,1,0,0,1,0
0,75.0,3,36.36,59.49164,12.0,4.0,2.0,1890000000,25200000.0,10.0,178,0,1,1,0,0,1
0,148.0,11,36.30755,59.55221,7.0,2.0,3.0,8362000000,56500000.0,1.0,197,1,1,1,0,0,0
0,146.0,10,36.31525603250135,59.52550015586471,15.0,2.0,3.0,6800000000,46575342.0,9.0,42,0,1,1,0,0,1
0,126.0,17,36.310604816622615,59.50447669120178,12.0,3.0,3.0,5300000000,42063492.0,9.0,229,0,1,1,0,0,1
0,230.0,1,36.3737765,59.47582,0.0,5.0,3.0,10000000000,43478260.0,12.0,29,1,1,1,0,0,0
0,165.0,1,36.3737765,59.47582,0.0,5.0,3.0,5775000000,35000000.0,12.0,29,1,1,1,0,0,0
0,100.0,20,36.239864,59.592434,1.0,2.0,2.0,1550000000,15500000.0,2.0,237,0,0,0,0,0,0
0,80.0,3,36.35912891129944,59.51529398215621,4.0,1.0,2.0,3200000000,40000000.0,10.0,126,0,0,0,0,0,0
0,165.0,2,36.33183891914909,59.50350991234309,0.0,6.0,3.0,8600000000,52121212.0,11.0,91,1,1,1,0,0,0
0,92.0,1,36.373154,59.471264,7.0,1.0,2.0,2800000000,30434782.0,12.0,29,1,1,1,0,0,1
0,75.0,1,36.3737765,59.47582,7.0,1.0,2.0,2000000000,26666666.0,12.0,29,1,1,1,0,0,1
0,140.0,6,36.30735,59.59593,12.0,3.0,2.0,6400000000,45714285.0,1.0,191,1,1,1,0,0,0
0,132.0,2,36.33183891914909,59.50350991234309,12.0,2.0,3.0,5350000000,40530303.0,11.0,91,1,1,1,0,0,1
0,88.0,18,36.27278,59.60273,1.0,4.0,2.0,4840000000,55000000.0,8.0,31,1,1,1,0,0,1
0,155.0,17,36.310604816622615,59.50447669120178,16.0,4.0,3.0,6120000000,39483870.0,9.0,229,1,1,1,0,0,0
0,160.0,14,36.32767,59.54838,13.0,3.0,3.0,6700000000,41875000.0,2.0,166,1,1,1,0,0,0
0,92.0,1,36.3737765,59.47582,9.0,2.0,2.0,2780000000,30217391.0,12.0,29,1,1,1,1,0,0
0,90.0,0,36.32855,59.51339,15.0,2.0,2.0,3250000000,36111111.0,11.0,168,0,1,1,0,0,1
0,75.0,1,36.3737765,59.47582,9.0,4.0,2.0,2050000000,27333333.0,12.0,29,1,1,1,0,0,1
0,178.0,1,36.3737765,59.47582,0.0,5.0,3.0,5800000000,32584269.0,12.0,29,1,1,1,0,0,0
0,98.0,1,36.3737765,59.47582,1.0,6.0,2.0,3250000000,33163265.0,12.0,29,1,1,1,0,0,0
0,94.0,1,36.365585,59.491196,0.0,3.0,2.0,2350000000,25000000.0,12.0,29,1,1,1,0,0,0
0,113.0,9,36.29603,59.6437,3.0,1.0,2.0,3164000000,28000000.0,4.0,196,1,1,1,0,0,0
0,170.0,0,36.32754,59.52752,0.0,6.0,3.0,9800000000,57647058.0,11.0,7,1,1,1,0,0,0
0,110.0,1,36.3737765,59.47582,0.0,0.0,2.0,4180000000,38000000.0,12.0,29,1,1,1,0,0,0
0,105.0,3,36.36002,59.5174,3.0,2.0,2.0,3500000000,33333333.0,10.0,178,1,1,1,0,0,0
0,90.0,16,36.31845,59.58768,4.0,2.0,2.0,2100000000,23333333.0,2.0,18,1,0,1,0,0,1
0,115.0,1,36.3737765,59.47582,5.0,5.0,2.0,3700000000,32173913.0,12.0,29,1,1,1,0,0,1
0,85.0,1,36.3737765,59.47582,6.0,1.0,2.0,2600000000,30588235.0,12.0,29,1,1,1,0,0,1
1,80.0,21,36.31913,59.664555,15.0,0.0,2.0,1350000000,16875000.0,3.0,152,0,0,1,0,1,1
0,145.0,13,36.30177,59.60844,16.0,3.0,3.0,4000000000,27586206.0,2.0,153,0,0,0,0,0,0
0,126.0,9,36.29603,59.6437,5.0,4.0,2.0,3780000000,30000000.0,4.0,196,1,1,1,0,0,0
0,70.0,9,36.29603,59.6437,3.0,2.0,1.0,1300000000,18571428.0,4.0,196,0,0,1,0,0,0
0,62.0,16,36.31631,59.60839,12.0,3.0,2.0,1249000000,20145161.0,2.0,192,0,1,0,0,0,0
0,220.0,11,36.31803637201696,59.55147485505697,1.0,5.0,3.0,18000000000,81818181.0,1.0,116,1,1,1,0,0,0
0,180.0,3,36.366541577087,59.499209225178,0.0,3.0,3.0,5940000000,33000000.0,10.0,178,1,1,1,0,0,0
0,130.0,8,36.29935,59.56544,0.0,2.0,2.0,10800000000,83076923.0,1.0,20,1,1,1,0,0,0
0,125.0,17,36.310604816622615,59.50447669120178,0.0,2.0,3.0,5500000000,44000000.0,9.0,229,1,1,1,0,0,0
0,195.0,5,36.33234062414125,59.48554209952649,0.0,1.0,3.0,9000000000,46153846.0,9.0,150,1,1,1,0,0,0
1,125.0,10,36.29008578096397,59.50294589843005,10.0,0.0,2.0,4000000000,32000000.0,9.0,118,0,1,1,1,1,1
0,50.0,3,36.34917,59.476673,10.0,0.0,1.0,710000000,14200000.0,10.0,178,0,0,0,0,0,0
0,165.0,18,36.2881,59.6006,0.0,2.0,3.0,7350000000,44545454.0,8.0,49,1,1,1,0,0,0
0,115.0,1,36.3737765,59.47582,0.0,3.0,3.0,3795000000,33000000.0,12.0,29,1,1,1,1,0,0
0,175.0,0,36.32855,59.51339,0.0,4.0,3.0,11500000000,65714285.0,11.0,168,1,1,1,0,0,0
1,200.0,3,36.36002,59.5174,2.0,0.0,4.0,7600000000,38000000.0,10.0,178,0,1,1,1,1,1
0,95.0,1,36.3737765,59.47582,8.0,4.0,2.0,2650000000,27894736.0,12.0,29,1,1,1,0,0,0
0,130.0,17,36.31381112631327,59.50007725445739,9.0,1.0,3.0,5500000000,42307692.0,9.0,234,1,1,1,0,0,0
0,165.0,1,36.3737765,59.47582,0.0,2.0,3.0,6280000000,38060606.0,12.0,29,1,1,1,0,0,0
0,170.0,5,36.32975721577,59.418753574596,1.0,4.0,3.0,7000000000,41176470.0,9.0,44,1,1,1,0,0,0
0,132.0,1,36.3737765,59.47582,2.0,1.0,3.0,3850000000,29166666.0,12.0,29,1,1,1,0,0,0
0,125.0,16,36.320225,59.601547,2.0,5.0,2.0,3800000000,30400000.0,2.0,192,1,1,1,0,0,0
0,77.0,3,36.35707,59.53397,15.0,1.0,2.0,2400000000,31168831.0,10.0,36,0,0,0,0,0,0
0,87.0,1,36.368397,59.489414,5.0,4.0,2.0,2300000000,26436781.0,12.0,29,1,1,1,0,0,1
0,50.0,12,36.236603,59.621624,10.0,2.0,1.0,1000000000,20000000.0,7.0,259,0,0,1,0,0,0
0,65.0,16,36.326877,59.619993,7.0,0.0,1.0,1030000000,15846153.0,2.0,39,0,0,0,0,0,0
1,500.0,11,36.31803637201696,59.55147485505697,20.0,0.0,4.0,100000000000,200000000.0,1.0,116,0,1,1,0,1,0
0,95.0,8,36.29935,59.56544,17.0,2.0,2.0,4550000000,47894736.0,1.0,20,1,1,1,0,0,1
0,165.0,0,36.32855,59.51339,6.0,3.0,3.0,9300000000,56363636.0,11.0,168,1,1,1,0,0,1
0,290.0,11,36.31803637201696,59.55147485505697,0.0,3.0,4.0,26500000000,91379310.0,1.0,116,1,1,1,0,0,0
0,320.0,11,36.31803637201696,59.55147485505697,3.0,5.0,4.0,25500000000,79687500.0,1.0,116,1,1,1,0,0,0
0,125.0,16,36.31845,59.58768,0.0,6.0,2.0,2800000000,22400000.0,2.0,18,1,1,0,0,0,0
0,58.0,17,36.31045,59.481144,17.0,0.0,1.0,900000000,15517241.0,9.0,232,0,0,0,0,0,1
0,85.0,3,36.35583,59.52498,7.0,3.0,2.0,2700000000,31764705.0,10.0,128,0,0,0,0,0,0
0,85.0,3,36.36002,59.5174,6.0,4.0,2.0,2000000000,23529411.0,10.0,178,1,1,0,0,0,0
0,220.0,17,36.30632229765302,59.50754560098833,19.0,3.0,3.0,10500000000,47727272.0,9.0,257,1,1,1,0,0,0
0,120.0,1,36.3737765,59.47582,2.0,4.0,2.0,3920000000,32666666.0,12.0,29,1,1,1,0,0,0
0,150.0,0,36.32754,59.52752,11.0,3.0,3.0,5900000000,39333333.0,11.0,7,1,1,1,0,1,1
0,50.0,1,36.37720011245276,59.48137210151671,19.0,2.0,1.0,1680000000,33600000.0,12.0,117,0,0,0,0,0,1
1,120.0,18,36.272938,59.589634,22.0,0.0,2.0,4800000000,40000000.0,8.0,49,0,0,1,0,1,1
1,347.0,2,36.3406336129336,59.48362143657552,31.0,0.0,3.0,16000000000,46109510.0,11.0,115,0,1,1,0,1,0
0,157.0,1,36.378304,59.46568,1.0,3.0,3.0,4867000000,31000000.0,12.0,29,1,1,1,0,0,1
0,170.0,14,36.32767,59.54838,20.0,1.0,3.0,6800000000,40000000.0,2.0,166,0,1,1,0,0,0
0,165.0,17,36.310604816622615,59.50447669120178,5.0,1.0,3.0,7000000000,42424242.0,9.0,229,1,1,1,0,0,0
0,82.0,1,36.3737765,59.47582,15.0,1.0,2.0,2650000000,32317073.0,12.0,29,0,1,1,0,0,1
1,540.0,11,36.217346,59.61595,30.0,0.0,3.0,15000000000,27777777.0,1.0,55,0,1,1,0,1,0
0,127.0,3,36.36002,59.5174,3.0,2.0,3.0,4395000000,34606299.0,10.0,178,1,1,1,0,0,1
0,95.0,17,36.32603,59.483543,12.0,1.0,2.0,3100000000,32631578.0,9.0,232,0,1,1,0,0,1
0,75.0,1,36.3737765,59.47582,13.0,3.0,2.0,1700000000,22666666.0,12.0,29,0,1,1,0,0,1
0,120.0,8,36.2910848,59.5651861,0.0,5.0,2.0,6600000000,55000000.0,1.0,106,1,1,1,0,0,0
0,101.0,5,36.33234062414125,59.48554209952649,2.0,1.0,2.0,4700000000,46534653.0,9.0,150,1,1,1,0,0,0
1,250.0,0,36.32754,59.52752,12.0,0.0,5.0,18600000000,74400000.0,11.0,7,0,1,1,0,1,1
0,100.0,5,36.31311,59.48384,22.0,1.0,2.0,2500000000,25000000.0,9.0,130,0,0,0,0,0,0
0,200.0,17,36.31381112631327,59.50007725445739,10.0,2.0,3.0,10000000000,50000000.0,9.0,234,1,1,1,0,0,1
0,170.0,0,36.33105,59.538696,0.0,2.0,3.0,9000000000,52941176.0,11.0,7,1,1,1,0,0,0
0,115.0,5,36.32959115411074,59.47402737727688,0.0,3.0,2.0,5000000000,43478260.0,9.0,181,1,1,1,0,0,0
0,146.0,5,36.33234062414125,59.48554209952649,0.0,3.0,2.0,5350000000,36643835.0,9.0,150,1,1,1,0,0,0
0,80.0,0,36.32855,59.51339,10.0,3.0,2.0,3680000000,46000000.0,11.0,168,1,1,1,0,0,1
0,90.0,18,36.27278,59.60273,10.0,0.0,2.0,3900000000,43333333.0,8.0,31,0,1,1,0,0,0
0,90.0,3,36.36002,59.5174,17.0,1.0,2.0,2300000000,25555555.0,10.0,178,0,0,1,0,0,1
0,70.0,16,36.32069,59.60058,2.0,0.0,2.0,1600000000,22857142.0,2.0,254,0,0,0,0,0,0
0,83.0,5,36.33234062414125,59.48554209952649,15.0,3.0,2.0,3350000000,40361445.0,9.0,150,1,1,1,0,0,0
0,83.0,1,36.3737765,59.47582,0.0,2.0,2.0,2900000000,34939759.0,12.0,29,1,1,1,0,0,0
0,100.0,12,36.26528,59.60926,5.0,3.0,2.0,111111111,1111111.0,7.0,259,0,0,1,0,0,0
0,70.0,18,36.26627,59.595676,0.0,4.0,2.0,3620000000,51714285.0,8.0,49,1,1,1,0,0,0
0,75.0,1,36.3737765,59.47582,4.0,1.0,2.0,2550000000,34000000.0,12.0,29,1,1,1,0,0,1
0,150.0,18,36.27278,59.60273,0.0,2.0,3.0,8250000000,55000000.0,8.0,31,1,1,1,0,0,0
0,68.0,12,36.26528,59.60926,10.0,3.0,1.0,1450000000,21323529.0,7.0,259,0,0,1,0,0,0
0,90.0,18,36.27278,59.60273,11.0,2.0,2.0,1980000000,22000000.0,8.0,31,1,1,1,0,0,0
0,85.0,1,36.363882013088016,59.48258239019975,6.0,1.0,2.0,2850000000,33529411.0,12.0,102,0,0,0,0,0,0
0,164.0,0,36.32754,59.52752,0.0,4.0,3.0,8965000000,54664634.0,11.0,7,1,1,1,0,0,0
0,98.0,3,36.35177,59.50027,7.0,1.0,2.0,2900000000,29591836.0,10.0,178,1,1,1,0,0,0
0,108.0,1,36.3737765,59.47582,3.0,4.0,2.0,3910000000,36203703.0,12.0,29,1,1,1,0,0,0
0,150.0,0,36.34009,59.53778,3.0,6.0,3.0,6750000000,45000000.0,11.0,7,1,1,1,0,0,0
1,250.0,2,36.33224,59.49386,22.0,0.0,5.0,16980000000,67920000.0,11.0,148,0,1,1,0,1,0
0,65.0,21,36.31508,59.6328,5.0,0.0,1.0,1200000000,18461538.0,3.0,263,0,1,0,0,0,1
1,75.0,21,36.31508,59.6328,5.0,0.0,2.0,2000000000,26666666.0,3.0,263,0,1,1,0,1,0
0,123.0,1,36.368435,59.48937,0.0,3.0,2.0,4150000000,33739837.0,12.0,29,1,1,1,0,0,0
0,80.0,18,36.27278,59.60273,12.0,1.0,2.0,4200000000,52500000.0,8.0,31,1,1,1,0,0,1
0,105.0,1,36.3737765,59.47582,0.0,4.0,2.0,3300000000,31428571.0,12.0,29,1,1,1,0,0,1
0,100.0,1,36.3737765,59.47582,6.0,1.0,2.0,3080000000,30800000.0,12.0,29,1,1,1,0,0,0
0,210.0,1,36.3737765,59.47582,0.0,6.0,3.0,6000000000,28571428.0,12.0,29,1,1,1,0,0,0
0,75.0,17,36.310604816622615,59.50447669120178,13.0,3.0,2.0,2750000000,36666666.0,9.0,229,1,1,1,0,0,0
0,125.0,0,36.32855,59.51339,18.0,2.0,3.0,3930000000,31440000.0,11.0,168,0,0,1,0,0,0
0,115.0,8,36.2910848,59.5651861,14.0,0.0,2.0,4750000000,41304347.0,1.0,106,0,1,1,1,0,1
0,92.0,1,36.3737765,59.47582,0.0,3.0,2.0,3036000000,33000000.0,12.0,29,1,1,1,1,0,1
0,97.0,1,36.3737765,59.47582,0.0,2.0,2.0,3350000000,34536082.0,12.0,29,1,1,1,0,0,0
0,95.0,16,36.32932,59.609184,0.0,3.0,2.0,2200000000,23157894.0,2.0,39,0,0,0,0,0,0
0,150.0,14,36.345775314051096,59.564992053194594,23.0,3.0,3.0,4200000000,28000000.0,2.0,53,0,0,0,0,0,0
0,85.0,1,36.3737765,59.47582,2.0,1.0,2.0,2720000000,32000000.0,12.0,29,1,1,1,0,0,0
0,78.0,1,36.38066723684211,59.484675580725245,12.0,1.0,2.0,2200000000,28205128.0,12.0,35,0,0,0,0,0,0
0,80.0,17,36.310604816622615,59.50447669120178,18.0,2.0,2.0,3300000000,41250000.0,9.0,229,0,1,1,0,0,1
0,540.0,9,36.29603,59.6437,0.0,4.0,3.0,13500000000,25000000.0,4.0,196,1,1,1,0,0,0
0,97.0,2,36.334454,59.51218,9.0,2.0,2.0,4070000000,41958762.0,11.0,91,0,1,1,0,0,1
0,90.0,16,36.32828,59.60961,3.0,2.0,2.0,2200000000,24444444.0,2.0,129,0,0,0,0,0,0
0,67.0,1,36.3737765,59.47582,12.0,1.0,2.0,2190000000,32686567.0,12.0,29,0,1,1,0,0,0
0,165.0,14,36.32767,59.54838,3.0,4.0,3.0,7800000000,47272727.0,2.0,166,1,1,1,0,0,0
0,120.0,3,36.36002,59.5174,22.0,1.0,2.0,2800000000,23333333.0,10.0,178,0,1,1,0,0,1
0,70.0,17,36.31978,59.49477,0.0,3.0,2.0,1200000000,17142857.0,9.0,232,1,0,0,0,0,0
0,110.0,5,36.310290283888,59.477789103985,0.0,1.0,1.0,1830000000,16636363.0,9.0,150,0,0,1,0,0,0
1,126.0,15,36.27072,59.63504,7.0,0.0,2.0,5800000000,46031746.0,6.0,190,0,1,1,0,1,0
0,162.0,0,36.32855,59.51339,0.0,1.0,3.0,74900000000,462345679.0,11.0,168,1,1,1,0,0,0
0,85.0,5,36.33234062414125,59.48554209952649,18.0,3.0,2.0,3100000000,36470588.0,9.0,150,0,0,0,0,0,0
0,135.0,6,36.31724402357477,59.57023857746468,0.0,3.0,3.0,7300000000,54074074.0,1.0,127,1,1,1,0,0,0
0,55.0,16,36.31799,59.6073,2.0,3.0,1.0,1050000000,19090909.0,2.0,154,0,0,1,0,0,0
0,175.0,2,36.335743,59.512188,5.0,4.0,3.0,6700000000,38285714.0,11.0,91,1,1,1,0,0,0
0,70.0,16,36.31799,59.6073,0.0,2.0,2.0,600000000,8571428.0,2.0,154,0,0,0,0,0,0
0,100.0,21,36.32321,59.62739,6.0,2.0,2.0,1800000000,18000000.0,3.0,152,0,0,1,0,0,0
0,170.0,18,36.27278,59.60273,0.0,4.0,3.0,7800000000,45882352.0,8.0,31,1,1,1,0,0,0
0,83.0,1,36.3737765,59.47582,1.0,5.0,2.0,2600000000,31325301.0,12.0,29,1,1,1,0,0,0
0,155.0,0,36.32754,59.52752,0.0,4.0,3.0,6400000000,41290322.0,11.0,7,1,1,1,0,0,0
0,91.0,5,36.33234062414125,59.48554209952649,13.0,3.0,2.0,2800000000,30769230.0,9.0,150,0,1,1,0,0,0
0,153.0,21,36.30104,59.63633,0.0,0.0,3.0,4300000000,28104575.0,3.0,151,0,0,0,0,0,0
0,156.0,17,36.31381112631327,59.50007725445739,0.0,0.0,3.0,8500000000,54487179.0,9.0,234,0,0,0,0,0,1
0,120.0,16,36.32828,59.60961,7.0,3.0,2.0,2400000000,20000000.0,2.0,129,0,0,0,0,0,0
1,205.0,2,36.33224,59.49386,13.0,0.0,3.0,12000000000,58536585.0,11.0,148,0,1,1,0,1,0
0,175.0,5,36.33234062414125,59.48554209952649,0.0,4.0,3.0,7100000000,40571428.0,9.0,150,1,1,1,0,0,0
0,80.0,3,36.36002,59.5174,9.0,3.0,2.0,2180000000,27250000.0,10.0,178,1,1,1,0,0,1
0,60.0,20,36.34125,59.57177,15.0,1.0,1.0,1190000000,19833333.0,2.0,262,0,0,0,0,0,0
0,160.0,2,36.33183891914909,59.50350991234309,0.0,2.0,3.0,7500000000,46875000.0,11.0,91,1,1,1,0,0,0
1,65.0,21,36.30314,59.6338,0.0,0.0,1.0,550000000,8461538.0,3.0,103,0,0,1,0,1,0
0,110.0,1,36.38066723684211,59.484675580725245,0.0,1.0,2.0,3500000000,31818181.0,12.0,35,0,0,0,0,0,0
0,113.0,6,36.30735,59.59593,17.0,4.0,3.0,3277700000,29006194.0,1.0,191,0,1,1,0,0,0
0,145.0,0,36.32754,59.52752,0.0,1.0,3.0,8450000000,58275862.0,11.0,7,1,1,1,0,0,0
0,55.0,1,36.3737765,59.47582,16.0,0.0,1.0,1420000000,25818181.0,12.0,29,0,0,0,0,0,0
0,95.0,1,36.3737765,59.47582,0.0,3.0,2.0,3100000000,32631578.0,12.0,29,1,1,1,0,0,0
0,105.0,20,36.33957,59.583115,8.0,4.0,2.0,3675000000,35000000.0,2.0,88,0,0,0,0,0,0
0,160.0,0,36.32754,59.52752,0.0,6.0,3.0,9000000000,56250000.0,11.0,7,1,1,1,0,0,0
0,325.0,11,36.31803637201696,59.55147485505697,0.0,4.0,4.0,24000000000,73846153.0,1.0,116,1,1,1,0,0,0
0,75.0,3,36.36002,59.5174,10.0,3.0,2.0,1950000000,26000000.0,10.0,178,0,1,1,0,0,1
0,75.0,5,36.33290257322176,59.46998618148838,14.0,4.0,2.0,1500000000,20000000.0,9.0,27,0,0,0,0,0,0
1,85.0,4,36.26005,59.6119,16.0,0.0,2.0,5850000000,68823529.0,7.0,246,0,1,1,1,1,1
0,100.0,12,36.26528,59.60926,0.0,3.0,2.0,1600000000,16000000.0,7.0,259,0,0,1,1,0,0
0,51.0,18,36.27278,59.60273,13.0,1.0,1.0,2000000000,39215686.0,8.0,31,0,1,0,0,0,0
1,200.0,10,36.29008578096397,59.50294589843005,12.0,0.0,2.0,10000000000,50000000.0,9.0,118,0,1,1,0,1,0
0,110.0,1,36.3737765,59.47582,0.0,2.0,2.0,2940000000,26727272.0,12.0,29,1,1,1,0,0,0
0,100.0,5,36.33379,59.469345,2.0,3.0,2.0,4300000000,43000000.0,9.0,27,1,1,1,0,0,0
0,85.0,18,36.296295,59.603992,1.0,2.0,2.0,4675000000,55000000.0,8.0,121,1,1,1,0,0,0
1,130.0,8,36.28718,59.57472,5.0,0.0,5.0,10500000000,80769230.0,1.0,260,0,1,1,0,1,1
0,130.0,16,36.31799,59.6073,0.0,3.0,2.0,2500000000,19230769.0,2.0,154,1,0,1,0,0,0
0,85.0,1,36.3737765,59.47582,7.0,4.0,2.0,1900000000,22352941.0,12.0,29,0,1,1,0,0,1
0,96.0,16,36.321114,59.604614,5.0,3.0,2.0,2630000000,27395833.0,2.0,235,1,1,1,0,0,1
0,190.0,14,36.331657,59.548466,0.0,5.0,3.0,10500000000,55263157.0,2.0,166,1,1,1,0,0,0
0,75.0,3,36.36002,59.5174,8.0,2.0,2.0,1690000000,22533333.0,10.0,178,0,1,0,0,0,0
1,125.0,18,36.2881,59.6006,30.0,0.0,2.0,6000000000,48000000.0,8.0,49,0,1,1,0,1,1
0,90.0,18,36.27278,59.60273,0.0,2.0,2.0,5800000000,64444444.0,8.0,31,1,1,1,0,0,0
0,85.0,6,36.30688223397986,59.58706944975693,1.0,3.0,2.0,3980000000,46823529.0,1.0,183,1,1,1,0,0,0
1,875.0,18,36.293316,59.602886,0.0,0.0,5.0,30000000000,34285714.0,8.0,121,0,1,1,0,1,0
0,116.0,16,36.31631,59.60839,8.0,4.0,3.0,4370000000,37672413.0,2.0,192,1,1,1,0,0,0
0,220.0,17,36.310604816622615,59.50447669120178,0.0,3.0,3.0,13000000000,59090909.0,9.0,229,1,1,1,0,0,0
0,125.0,1,36.3737765,59.47582,0.0,3.0,2.0,1111111111,8888888.0,12.0,29,1,1,1,0,0,0
0,100.0,5,36.33290257322176,59.46998618148838,6.0,4.0,2.0,4200000000,42000000.0,9.0,27,1,1,1,0,0,0
0,112.0,1,36.3737765,59.47582,0.0,3.0,2.0,3500000000,31250000.0,12.0,29,1,1,1,0,0,0
0,57.0,18,36.27278,59.60273,5.0,5.0,1.0,3000000000,52631578.0,8.0,31,1,1,1,0,0,0
0,65.0,21,36.32321,59.62739,11.0,2.0,1.0,1150000000,17692307.0,3.0,152,0,0,0,0,0,0
1,125.0,21,36.307663,59.6337,2.0,0.0,2.0,3800000000,30400000.0,3.0,163,0,1,1,1,1,1
0,73.0,1,36.3737765,59.47582,11.0,1.0,2.0,2270000000,31095890.0,12.0,29,0,1,1,0,0,0
